source,longitude,latitude,title,propertytype,provider,description,address,totalunits,affunits,rgiunits,url,hidden
,-73.8489907,45.4980724,Coop.Hab. Amis de Pierrefonds ,Coopérative (Coop),,,"13747 Boul Gouin O Appartement A, Pierrefonds, QC H8Z 1X6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_amis_de_pierrefonds.html,
,-73.5698555,45.4594856,Coop.Hab. Arc-en-ciel Verdun ,Coopérative (Coop),,,"409 Rue Willibrord, Verdun, QC H4G 2T7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_arc_en_ciel_verdun.html,
,-73.5758419,45.5157271,Coop.Hab. Arche de Noé ,Coopérative (Coop),,,"9 Rue Roy E, Montréal, QC H2W 0A5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_arche_de_noe.html,
,-73.6276513,45.6195056,Coop.Hab. Arthur Chevrier ,Coopérative (Coop),,,"6101 Boulevard Léger bureau 102, Montréal-Nord, QC H1G 1L2, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_arthur_chevrier.html,
,-73.6167869,45.5491651,Coop.Hab. Athanor ,Coopérative (Coop),,,"1385 Rue Villeray, Montréal, QC H2E 3A5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_athanor.html,
,-73.6356899,45.5028252,Coop.Hab. Atlas ,Coopérative (Coop),,,"6555 Chemin de la Côte-des-Neiges Suite 400, Montréal, QC H3S 2A6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_atlas.html,
,-73.5612991,45.4813319,Coop.Hab. Au coeur du Paradis ,Coopérative (Coop),,,"1945 Rue Mullins, Montréal, QC H3K 1N9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_au_coeur_du_paradis.html,
,-73.5520660,45.5380210,Coop.Hab. Aurore ,Coopérative (Coop),,,"2175 Rue Florian, Montréal, QC H2K 2P4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_aurore.html,
,-73.5678025,45.5481978,Coop.Hab. Avancement ,Coopérative (Coop),,,"4824 Place Henri-Valade, Montréal, QC H1Y 3G7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_avancement.html,
,-73.8575837,45.4881377,Coop.Hab. Avenir (Pierrefonds) ,Coopérative (Coop),,,"14606 Rue Lirette, Pierrefonds, QC H9H, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_avenir_pierrefonds.html,
,-73.5656389,45.4797784,Coop.Hab. Avenir Pte-St-Charle ,Coopérative (Coop),,,"2335 Rue de Châteauguay, Montréal, QC H3K 1K9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_avenir_pte_st_charle.html,
,-73.5716706,45.4879752,Coop.Hab. Balcons Fleuris Mtl ,Coopérative (Coop),,,"Rue Chatham, Montréal, QC H3J, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_balcons_fleuris_mtl.html,
,-69.7257038,47.6752061,Coop.Hab. Bas de la Côte ,Coopérative (Coop),,,"110 Rue Principale, Saint-André, QC G0L 2H0, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bas_de_la_cote.html,
,-73.8510037,45.4357083,Coop.Hab. Beaconsfield ,Coopérative (Coop),,,"160 Croissant Michaël, Beaconsfield, QC H9W, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_beaconsfield.html,
,-72.9829052,45.1242946,Coop.Hab. Bedford ,Coopérative (Coop),,,"Rue Massicotte, Bedford, QC J0J 1A0, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bedford.html,
,-73.5758211,45.6457527,Coop.Hab. Bel horizon ,Coopérative (Coop),,,"8990 Avenue Louis-Dessaulles, Montréal, QC H1E 7H6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bel_horizon.html,
,-73.8598639,45.4854272,Coop.Hab. Belle Lyrette ,Coopérative (Coop),,,"14867 Rue Lirette bureau A, Pierrefonds, QC H9H 5M9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_belle_lyrette.html,
,-73.5895630,45.4736170,Coop.Hab. Belle Vie de Mtl ,Coopérative (Coop),,,"576 Rue Delinelle, Montréal, QC H4C 3B1, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_belle_vie_de_mtl.html,
,-73.6315230,45.4643919,Coop.Hab. Benny Farm ,Coopérative (Coop),,,"4150 Boul Cavendish Bureau B, Montréal, QC H4B 2N3, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_benny_farm.html,
,-73.6077619,45.5637874,Coop.Hab. Béthel ,Coopérative (Coop),,,"7969 Avenue Shelley, Montréal, QC H1Z 3H5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bethel.html,
,-73.5497764,45.5304800,Coop.Hab. Bienvenue Chez Nous ,Coopérative (Coop),,,"1675 Rue Poupart, Montréal, QC H2K 3G9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bienvenue_chez_nous.html,
,-73.5612991,45.4813319,Coop.Hab. Blue Moon Pte St-Ch. ,Coopérative (Coop),,,"1945 Rue Mullins local 110, Montréal, QC H3K 1M7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_blue_moon_pte_st_ch.html,
,-73.5811789,45.4752467,Coop.Hab. Boîte à Surprise ,Coopérative (Coop),,,"7 Rue Saint-Ambroise, Montréal, QC H4C 2E1, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_boite_a_surprise.html,
,-73.5448489,45.5417604,Coop.Hab. Bonheur d'occasion ,Coopérative (Coop),,,"2A-1746 Rue Darling, Montréal, QC H1W 2W6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bonheur_doccasion.html,
,-73.5183898,45.5946964,Coop.Hab. Bonheur prochain ,Coopérative (Coop),,,"8151 Avenue Souligny, Montréal, QC H1L 6L2, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bonheur_prochain.html,
,-73.5972016,45.5291673,Coop.Hab. Bonheur Santisouk ,Coopérative (Coop),,,"300 Rue du Laos, Montréal, QC H2T 3C6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bonheur_santisouk.html,
,-73.7771522,45.5042964,Coop.Hab. Bonny ,Coopérative (Coop),,,"4986 Rue Bonny D1, Pierrefonds, QC H8Y 2A3, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bonny.html,
,-73.6276513,45.6195056,Coop.Hab. Bons copains ,Coopérative (Coop),,,"6101 Boulevard Léger, Montréal-Nord, QC H1G 1L2, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bons_copains.html,
,-73.5346590,45.5478790,Coop.Hab. Bord du fleuve ,Coopérative (Coop),,,"514 Boulevard Pie-IX, Montréal, QC H1V 2B9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bord_du_fleuve.html,
,-73.6170199,45.6187472,Coop.Hab. Buissonnière ,Coopérative (Coop),,,"12010 Boulevard Langelier, Montréal-Nord, QC H1G 6K5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_buissonniere.html,
,-73.6076219,45.5330253,Coop.Hab. Cachette Petite Pat. ,Coopérative (Coop),,,"6569 Rue Alma, Montréal, QC H2S 2W4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_cachette_petite_pat.html,
,-71.4112371,46.8527931,Coop.Hab. Canal Pte St-Charles ,Coopérative (Coop),,,"2387 Rue de Coleraine, Québec, QC G3K 1N7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_canal_pte_st_charles.html,
,-73.5612077,45.4836329,Coop.Hab. Centre de la Pointe ,Coopérative (Coop),,,"7-1721 Rue Centre, Montréal, QC H3K 1H8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_centre_de_la_pointe.html,
,-73.5538491,45.4969956,Coop.Hab. Cercle Carré ,Coopérative (Coop),,,"36 Rue Queen, Montréal, QC H3C 2N5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_cercle_carre.html,
,-73.6480482,45.4487459,Coop.Hab. Champa ,Coopérative (Coop),,,"17 Avenue Hillcrest bureau 1A, Lachine, QC H8R 1H9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_champa.html,
,-73.5526663,45.5379177,Coop.Hab. Chanterelle ,Coopérative (Coop),,,"2216 Rue Florian, Montréal, QC H2K 2P3, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chanterelle.html,
,-71.2479098,46.8709626,Coop.Hab. Château des Erables ,Coopérative (Coop),,,"6-111 Rue du Vignoble, Québec, QC G1C 4S5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chateau_des_erables.html,
,-71.2126659,46.8542421,Coop.Hab. Château en Folie ,Coopérative (Coop),,,"Avenue St Georges, Québec, QC G1E, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chateau_en_folie.html,
,-73.5793188,45.5243728,Coop.Hab. Château Maribert ,Coopérative (Coop),,,"761 Rue Marie-Anne, Montréal, QC H2J 2A6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chateau_maribert.html,
,-73.5732268,45.5838738,Coop.Hab. Château Vannes ,Coopérative (Coop),,,"202-7065 Rue des Vannes, Saint-Léonard, QC H1S 1Y5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chateau_vannes.html,
,-73.5862940,45.5756247,Coop.Hab. Château-Dignité ,Coopérative (Coop),,,"512A-7370 Rue Terbois, Saint-Léonard, QC H1S 2M3, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chateau_dignite.html,
,-73.5997632,45.5208731,Coop.Hab. Châtelet ,Coopérative (Coop),,,"5308 Av du Parc app. A, Montréal, QC H2V 4G7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chatelet.html,
,-73.5502750,45.5333288,Coop.Hab. Chêneau ,Coopérative (Coop),,,"1855 Rue du Havre suite 107, Montréal, QC H2K 2X4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_cheneau.html,
,-73.6171477,45.5496429,Coop.Hab. Chez-Nous/Chez-Vous ,Coopérative (Coop),,,"7800 Rue Garnier, Montréal, QC H2E 3A8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chez_nouschez_vous.html,
,-73.5533022,45.5161353,Coop.Hab. Cité des Ondes ,Coopérative (Coop),,,"7-1121 Rue de la Gauchetière E, Montréal, QC H2L 2N6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_cite_des_ondes.html,
,-73.7034474,45.5430726,Coop.Hab. Clair Lune Pte St-C. ,Coopérative (Coop),,,"2020 Boul Gouin O, Montréal, QC H3M 3E5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_clair_lune_pte_st_c.html,
,-73.5683569,45.5479204,Coop.Hab. Clan des pacifistes ,Coopérative (Coop),,,"9-4860 Place Henri-Valade, Montréal, QC H1Y 3G8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_clan_des_pacifistes.html,
,-73.5612991,45.4813319,Coop.Hab. Coeur Pte St-Charles ,Coopérative (Coop),,,"1945 Rue Mullins bureau 120, Montreal, QC H3K 1N9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_coeur_pte_st_charles.html,
,-71.2177539,46.8120257,Coop.Hab. Colombe ,Coopérative (Coop),,,"Rue Saint-Augustin, Québec, QC G1R, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_colombe.html,
,-73.6614060,45.5169391,Coop.Hab. Concorde ,Coopérative (Coop),,,"247 Carré Benoit bureau 200, Saint-Laurent, QC H4N 2H4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_concorde.html,
,-71.2551445,46.8123961,Coop.Hab. Corde à linge ,Coopérative (Coop),,,"5 Avenue Bélanger, Québec, QC G1M, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_corde_a_linge.html,
,-73.5693849,45.5344337,Coop.Hab. Côte la Visitation ,Coopérative (Coop),,,"4332 Avenue des Érables, Montréal, QC H2H 2C5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_cote_la_visitation.html,
,-71.2702503,46.8608837,Coop.Hab. Côté Soleil ,Coopérative (Coop),,,"7991 1re Ave bureau 411, Québec, QC G1H 2Y4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_cote_soleil.html,
,-73.6500011,45.4705283,Coop.Hab. Côte St-Luc ,Coopérative (Coop),,,"6691 Chemin de la Côte-Saint-Luc, Côte Saint-Luc, QC H4V 1G9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_cote_st_luc.html,
,-73.5686658,45.5549501,Coop.Hab. Coup d'oeil ,Coopérative (Coop),,,"7-3765 Avenue Laurier E, Montréal, QC H1X 1V9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_coup_doeil.html,
,-73.5886960,45.4797567,Coop.Hab. Couvent de St-Henri ,Coopérative (Coop),,,"990 Rue du Couvent bureau 100, Montréal, QC H4C 2R8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_couvent_de_st_henri.html,
,-73.5429265,45.5409622,Coop.Hab. Darling ,Coopérative (Coop),,,"3279 Rue Adam, Montréal, QC H1W 1X8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_darling.html,
,-73.4962388,45.6405406,Coop.Hab. de la Côte du quai ,Coopérative (Coop),,,"9-880 Boulevard Saint-Jean-Baptiste, Pointe-aux-Trembles, QC H1B 3Z8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_de_la_cote_du_quai.html,
,-73.6412069,45.4968741,Coop.Hab. de la Haute-Ville ,Coopérative (Coop),,,"10-4751 Avenue Barclay, Montréal, QC H3W 1C8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_de_la_haute_ville.html,
,-73.6550929,45.5765330,Coop.Hab. De Lille ,Coopérative (Coop),,,"100-2385 Boul Henri-Bourassa E, Montréal, QC H2B 1T4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_de_lille.html,
,-73.5855987,45.4720280,Coop.Hab. Delinelle ,Coopérative (Coop),,,"137a Rue Delinelle, Montréal, QC H4C 3A6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_delinelle.html,
,-71.2262790,46.8256620,Coop.Hab. des Bons Voisins ,Coopérative (Coop),,,"722 4e Avenue, Québec, QC G1J 3A5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_des_bons_voisins.html,
,-73.5324776,45.6116628,Coop.Hab. des Coeurs Vaillants ,Coopérative (Coop),,,"5185 Rue Duchesneau, Montréal, QC H1K 0G2, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_des_coeurs_vaillants.html,
,-73.6725089,45.5081803,Coop.Hab. des Nations ,Coopérative (Coop),,,"401 Boulevard Décarie, Saint-Laurent, QC H4L 0A2, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_des_nations.html,
,-71.3536248,46.7713381,Coop.Hab. Deux écus ,Coopérative (Coop),,,"6055 Rue Gilles Villeneuve bureau 100, Québec, QC G1X 4X4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_deux_ecus.html,
,-71.2240828,46.8020268,Coop.Hab. Deux oliviers ,Coopérative (Coop),,,"2256 Avenue Cartier, Québec, QC G1R, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_deux_oliviers.html,
,-73.5220261,45.5951535,Coop.Hab. du Bon Voisinage ,Coopérative (Coop),,,"101-8160 Rue A.-A.-Desroches, Montréal, QC H1L 2S2, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_du_bon_voisinage.html,
,-73.5527073,45.5308866,Coop.Hab. Dufresne ,Coopérative (Coop),,,"1889 Rue Dufresne, Montréal, QC H2K 3K4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_dufresne.html,
,-73.6166252,45.5267703,Coop.Hab. Durocher D'Anvers ,Coopérative (Coop),,,"8330 Rue Durocher, Outremont, QC H2V 3Z3, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_durocher_danvers.html,
,-73.5995699,45.6310405,Coop.Hab. Dynamiques ,Coopérative (Coop),,,"100-7545 Rue Mariana Jodoin, Montréal, QC H1E 6T1, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_dynamiques.html,
,-73.5648866,45.4834655,Coop.Hab. Eclipse St-Charles ,Coopérative (Coop),,,"7-1933 Rue Augustin-Cantin, Montréal, QC H3K 3J4, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_eclipse_st_charles.html,
,-73.5734308,45.5501776,Coop.Hab. Eden du quartier ,Coopérative (Coop),,,"3188 Rue Masson, Montréal, QC H1Y 1Y1, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_eden_du_quartier.html,
,-73.5344466,45.5920527,Coop.Hab. Émile-Nelligan ,Coopérative (Coop),,,"210-3101 Rue Paul David, Montréal, QC H1N 0B6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_emile_nelligan.html,
,-73.5421927,45.5452924,Coop.Hab. En-trac ,Coopérative (Coop),,,"7-3670 Rue la Fontaine, Montréal, QC H1W 1V6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_en_trac.html,
,-73.6066304,45.6065985,Coop.Hab. Entrepont ,Coopérative (Coop),,,"11960 Boul Langelier, Saint-Léonard, QC H1P 3H8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_entrepont.html,
,-73.5374370,45.5518511,Coop.Hab. Envol ,Coopérative (Coop),,,"1701 Av. Letourneux, Montréal, QC H1V 2M9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_envol.html,
,-72.9286973,46.2476036,Coop.Hab. Envol de Lachine ,Coopérative (Coop),,,"2-690 2e Ave, Louiseville, QC J5V 1X2, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_envol_de_lachine.html,
,-73.5429343,45.5967937,Coop.Hab. Espaces verts ,Coopérative (Coop),,,"2-7765 Rue Claire Fauteux, Montréal, QC H1K 5B6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_espaces_verts.html,
,-73.6056759,45.5732083,Coop.Hab. Espéranza ,Coopérative (Coop),,,"10-8271 Boulevard Pie-IX, Montréal, QC H1Z 3T7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_esperanza.html,
,-73.5426980,45.5503580,Coop.Hab. Estrella Del Sur ,Coopérative (Coop),,,"2030 Boulevard Pie-IX bureau 350, Montréal, QC H1V 2C8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_estrella_del_sur.html,
,-73.6923216,45.5150869,Coop.Hab. Ethnies de Mtl ,Coopérative (Coop),,,"10-1475 Rue Grenet, Saint-Laurent, QC H4L 5J2, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_ethnies_de_mtl.html,
,-73.5612991,45.4813319,Coop.Hab. Etoiles Pte St-Charl ,Coopérative (Coop),,,"1945 Rue Mullins local 110, Montréal, QC H3K 1M7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_etoiles_pte_st_charl.html,
,-73.5170427,45.6090922,Coop.Hab. Familiale Peter Hall ,Coopérative (Coop),,,"102-2556 Avenue Fletcher, Montréal, QC H1L 4C5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_familiale_peter_hall.html,
,-73.5612991,45.4813319,Coop.Hab. Fascination Pte St-C ,Coopérative (Coop),,,"1945 Rue Mullins local 110, Montréal, QC H3K 1M7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fascination_pte_st_c.html,
,-73.5564375,45.5305058,Coop.Hab. Faubourg Québec ,Coopérative (Coop),,,"101A-2060 Rue Harmony, Montréal, QC H2K 3P8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_faubourg_quebec.html,
,-73.5052549,45.5253492,Coop.Hab. Fenêtre fam. fières ,Coopérative (Coop),,,"854 Rue Marmier, Longueuil, QC J4K 4S2, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fenetre_fam_fieres.html,
,-73.5671531,45.5481481,Coop.Hab. Feuille de printemps ,Coopérative (Coop),,,"9-4819 Place Henri-Valade, Montréal, QC H1Y 3G7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_feuille_de_printemps.html,
,-73.5694903,45.4910177,Coop.Hab. Fief de St-Augustin ,Coopérative (Coop),,,"9-650 Rue Guy, Montréal, QC H3J 1T3, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fief_de_st_augustin.html,
,-73.6003970,45.6304676,Coop.Hab. Fil D'Ariane ,Coopérative (Coop),,,"7-7505 Rue Mariana Jodoin, Montréal, QC H1E 6S9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fil_dariane.html,
,-73.5842438,45.4757901,Coop.Hab. Fleur de Lys ,Coopérative (Coop),,,"304a Rue Saint-Ferdinand, Montreal, QC H4C 2S8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fleur_de_lys.html,
,-73.5130597,45.5926387,Coop.Hab. Fleur de Lys Mercier ,Coopérative (Coop),,,"401-1885 Place Beauchesne, Montréal, QC H1L 3H1, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fleur_de_lys_mercier.html,
,-73.5900178,45.6328949,Coop.Hab. Fleurs Ader ,Coopérative (Coop),,,"21-12020 Avenue Clément-Ader, Montréal, QC H1E 1W9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fleurs_ader.html,
,-71.2079809,46.8138783,Coop.Hab. Fleuve de l'Espoir ,Coopérative (Coop),,,"Quebec City, QC, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fleuve_de_lespoir.html,
,-73.5436520,45.5392466,Coop.Hab. Folle du logis ,Coopérative (Coop),,,"3150 Rue Adam, Montréal, QC H1W 1X6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_folle_du_logis.html,
,-73.5576763,45.4779824,Coop.Hab. Fortune ,Coopérative (Coop),,,"549 Rue Fortune, Montréal, QC H3K 2R7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fortune.html,
,-73.6203657,45.5295201,Coop.Hab. Fou-rire Sud-ouest ,Coopérative (Coop),,,"7000 Av du Parc bureau 206, Montréal, QC H3N 1X1, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fou_rire_sud_ouest.html,
,-73.6456312,45.4233572,Coop.Hab. Francoeur (Lasalle) ,Coopérative (Coop),,,"47-9397 Rue Francoeur, LaSalle, QC H8R 2G5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_francoeur_lasalle.html,
,-73.6082035,45.5742583,Coop.Hab. frat. Micheloise ,Coopérative (Coop),,,"8401 Boulevard Pie-IX, Montréal, QC H1Z 3T8, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_frat_micheloise.html,
,-73.5708100,45.5372006,Coop.Hab. Funambule ,Coopérative (Coop),,,"4515 Rue Messier Bureau 100, Montréal, QC H2H 1K7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_funambule.html,
,-73.6243228,45.6209301,Coop.Hab. Fusion Première ,Coopérative (Coop),,,"6291 R. Villeneuve, Montréal-Nord, QC H1G 1M5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fusion_premiere.html,
,-85.3232140,51.2537750,Coop.Hab. Futambule ,Coopérative (Coop),,,"Ontario, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_futambule.html,
,-73.5591287,45.5521599,Coop.Hab. Garenne ,Coopérative (Coop),,,"4352 Place Guillet, Montréal, QC H1X 3L3, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_garenne.html,
,-73.4961784,45.6382334,Coop.Hab. Giron d'Aile ,Coopérative (Coop),,,"2-800 7e Ave, Pointe-aux-Trembles, QC H1B 4J3, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_giron_daile.html,
,-73.6069236,45.5306390,Coop.Hab. Goélands ,Coopérative (Coop),,,"6415 Rue Saint-Dominique, Montréal, QC H2S 3A6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_goelands.html,
,-73.6841160,45.5230191,Coop.Hab. Grand-Atlas ,Coopérative (Coop),,,"1555 Rue Dutrisac bureau 1, Saint-Laurent, QC H4L 4J6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_grand_atlas.html,
,-73.5462913,45.5278448,Coop.Hab. Grant Dufresne ,Coopérative (Coop),,,"600 Rue Dufresne bureau 4, Montréal, QC H2K 3H9, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_grant_dufresne.html,
,-73.5585820,45.4921534,Coop.Hab. Griffin ,Coopérative (Coop),,,"100-160 Rue Murray, Montréal, QC H3C 2C7, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_griffin.html,
,-73.6165176,45.5494005,Coop.Hab. Guadeloupe ,Coopérative (Coop),,,"1A-1397 Rue Villeray, Montréal, QC H2E 3A5, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_guadeloupe.html,
,-73.5693509,45.6159585,Coop.Hab. Guatemala ,Coopérative (Coop),,,"Anjou, Montreal, QC, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_guatemala.html,
,-73.5674475,45.5503887,Coop.Hab. Habitanou ,Coopérative (Coop),,,"9-3400 Boulevard Saint-Joseph Est, Montréal, QC H1X 1W6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_habitanou.html,
,-73.5155789,45.5934849,Coop.Hab. Harmonie de Mtl ,Coopérative (Coop),,,"1980 Rue Liébert bureau 100, Montréal, QC H1L 5P6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_harmonie_de_mtl.html,
,-73.7444053,45.4449565,Coop.Hab. Haus Der Heimat ,Coopérative (Coop),,,"1-375 Avenue Louise-Lamy, Dorval, QC H9S 5W6, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_haus_der_heimat.html,
,-73.5491361,52.9399159,Coop.Hab. Havre de Paix ,Coopérative (Coop),,,"Quebec, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_havre_de_paix.html,
,-73.5150249,45.6069322,Coop.Hab. Hermandad ,Coopérative (Coop),,,"5-9215 Avenue Souligny, Montréal, QC H1L 0A3, Canada",,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_hermandad.html,
