source,longitude,latitude,title,propertytype,group,provider,description,address,units,url,hidden
,-123.1328327,49.2676441,Alder Bay Walk Development,,"Families, and Seniors",,"1 bedroom units (8), 2 bedroom units (47), 3 bedroom units (40)",1201 Alder Bay Walk Vancouver,95,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=743,
,-123.1786599,49.1286270,Alder and Birch Lodge,,Seniors,,"1 bedroom units (94), 1 bedroom wheelchair units (4)",4200-4206 Garry St Richmond,98,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=319,
,-123.3673801,48.4497635,Alderbrae,,"Families, and Persons with disabilities",,"1 bedroom units (2), 2 bedroom units (23), 3 bedroom units (7)",3226 Alder St Saanich,32,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=275,
,-123.1449164,49.1715483,Alderbridge Modular Housing,,Persons with disabilities,,"Studio units (36), Studio wheelchair units (4)",6999 Alderbridge Way Richmond,40,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=2033,
,-122.4688873,49.0565889,Alderhaven,,"Seniors, and Persons with disabilities",,"Studio units (38), 1 bedroom units (11)",27264 30 Ave Aldergrove,49,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=243,
,-123.1266590,49.1589161,Alderwood Place,,"Families, and Seniors",,"1 bedroom units (9), 1 bedroom wheelchair units (3), 2 bedroom units (20), 3 bedroom units (15), 4 bedroom units (1)",8700 General Currie Rd Richmond,48,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=231,
,-123.1005950,49.2838391,Alexander House,,"Seniors, and Persons with disabilities",,"1 bedroom units (77), 1 bedroom wheelchair units (4)",176 Alexander St Vancouver,81,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=393,
,-123.0260759,49.2087479,Alexander Laidlaw Hsg Co-op,,"Families, and Seniors",,"1 bedroom units (10), 2 bedroom units (42), 3 bedroom units (27), 4 bedroom units (8)",3630 Skana Dr Vancouver,87,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=621,
,-119.4018809,49.8915214,Alexander Place,,Families,,"2 bedroom units (12), 2 bedroom wheelchair units (1), 3 bedroom units (7), 4 bedroom units (2)",799 Houghton Rd Kelowna,22,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=222,
,-123.1026634,49.2835171,Alexander Residence,,"Seniors, and Persons with disabilities",,Studio units (29),58 Alexander St Vancouver,29,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=337,
,-123.0917731,49.2836881,Alexander Street Community,,Persons with disabilities,,"Studio units (131), Studio wheelchair units (6), 1 bedroom wheelchair units (2)",111 Princes Avenue Vancouver,139,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1986,
,-123.0902981,49.2837460,Alexander Street Housing Co-op,,Seniors,,"Studio units (38), 1 bedroom units (13), 2 bedroom units (5)",638 Alexander St Vancouver,56,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=759,
,-119.7361710,49.7761370,Alexandra Court,,"Seniors, and Persons with disabilities",,1 bedroom units (10),4451 5th St. Peachland,10,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=293,
,-123.0518642,49.2623153,Alexandra Place,,"Families, and Seniors",,"1 bedroom units (12), 2 bedroom units (12)",2450 Penticton St Vancouver,24,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=903,
,-123.3482440,48.4399290,Alf Toone Housing Co-operative,,Families,,"2 bedroom units (10), 3 bedroom units (20)",2750 Mount Stephen Ave Victoria,30,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=716,
,-123.0430011,49.2761773,Alice Saunders House,,"Seniors, and Persons with disabilities",,"Studio units (55), 1 bedroom units (9)",2924 Venables St Vancouver,64,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1180,
,-123.0714180,49.2773023,Alma Blackwell,,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (6), 2 bedroom units (24), 3 bedroom units (14), 4 bedroom units (2)",1656 Adanac St Vancouver,46,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=909,
,-122.6065352,49.2218636,Alouette Heights Supportive Housing,,Persons with disabilities,,"Studio units (42), Studio wheelchair units (3)",22207 Brown Ave Maple Ridge,45,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1999,
,-127.1741994,54.7891486,Alpine Court,,Families,,"2 bedroom units (2), 2 bedroom wheelchair units (2), 3 bedroom units (16), 4 bedroom units (4)",1211 Bulkley Dr Smithers,24,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=515,
,-122.7656571,53.9192268,Alward Place,,"Seniors, and Persons with disabilities",,1 bedroom units (80),2121 6th Ave Prince George,80,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=307,
,-122.7656571,53.9192268,Alward Place Extension,,Seniors,,"1 bedroom units (38), 1 bedroom wheelchair units (2)",2121 6th Ave Prince George,40,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=308,
,-123.3629825,48.4527973,Amberlea,,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (13), 1 bedroom wheelchair units (14), 2 bedroom units (5), 3 bedroom units (10), 4 bedroom units (2)",3330 Glasgow Ave Saanich,44,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=184,
,-123.1256754,49.2828383,Amicae Housing Co-operative,,"Families, and Seniors",,"1 bedroom units (14), 2 bedroom units (21), 3 bedroom units (21)",1047 Barclay St Vancouver,56,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=699,
,-122.8021642,49.1526517,Amos Ferguson Manor,,Seniors,,"1 bedroom units (49), 1 bedroom wheelchair units (2)",8243 152 St Surrey,51,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=367,
,-123.0840595,49.2636496,Anavets - Vancouver Project,,"Seniors, and Persons with disabilities",,"Studio units (54), 1 bedroom units (6)",951 8th Ave E Vancouver,60,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1094,
,-117.2804702,49.5000741,Anderson Gardens,,"Seniors, and Persons with disabilities",,1 bedroom units (33),302 Anderson St Nelson,33,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1045,
,-123.0097880,49.2261456,Andras Place Hsg Co-op,,"Families, and Seniors",,"1 bedroom units (21), 2 bedroom units (45), 3 bedroom units (28)",4371 Mayberry St Burnaby,94,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=706,
,-123.0927356,49.2833509,Aneki Housing For Women,,Persons with disabilities,,Studio units (39),525 Powell St Vancouver,39,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=2025,
,-119.6767331,49.6023511,Angus Street,,"Seniors, and Persons with disabilities",,"1 bedroom units (69), 2 bedroom units (14)",9302 Angus St Summerland,83,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=86,
,-123.0238070,49.2392915,Anita Lewis Housing Co-operative,,"Families, and Seniors",,"1 bedroom wheelchair units (2), 2 bedroom units (13), 3 bedroom units (8)",5003 Boundary Rd Vancouver,23,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=473,
,-122.8811913,49.2677356,Anskar Court Housing Co-Op,,Families,,"2 bedroom units (17), 3 bedroom units (17), 4 bedroom units (3)",736 Clarke Rd Coquitlam,37,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=117,
,-123.0727138,49.2666377,Antkiw Court,,"Families, and Persons with disabilities",,"2 bedroom units (13), 3 bedroom units (6), 4 bedroom units (2)",1534 4th Ave E Vancouver,21,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=213,
,-123.1109685,49.2850669,Antoinette Lodge,,"Seniors, and Persons with disabilities",,Studio units (78),535 Cordova St E Vancouver,78,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=305,
,-122.9865429,49.2146321,Antrim Place Housing Co-operative,,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (3), 2 bedroom units (28), 3 bedroom units (6), 4 bedroom units (1)",5300 Rumble St Burnaby,38,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=115,
,-119.4391805,49.8763215,Apple Valley,,"Seniors, and Persons with disabilities",,"1 bedroom units (32), 1 bedroom wheelchair units (4)",2055 Benvoulin Crt Kelowna,36,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1021,
,-122.7968635,49.1930296,Arboretum Housing Co-operative,,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (2), 2 bedroom units (7), 3 bedroom units (10), 4 bedroom units (13), 5 bedroom units (2)",15350 105 Ave Surrey,34,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=128,
,-122.6681570,49.1071030,Arbour Creek Estates,,Families,,"2 bedroom units (5), 3 bedroom units (8), 4 bedroom units (4)",5756 200 St Langley,17,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=427,
,-123.1524033,49.2675676,Arbutus Court,,Seniors,,1 bedroom units (21),2085 5th Ave W Vancouver,21,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1050,
,-123.1564155,49.2625098,Arbutus Housing Co-op,,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (14), 1 bedroom wheelchair units (4), 2 bedroom units (22), 3 bedroom units (8), 4 bedroom units (5)",2260 10th Ave W Vancouver,53,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=497,
,-123.3899373,48.4451450,Arbutus View,,Families,,"2 bedroom units (5), 3 bedroom units (16), 3 bedroom wheelchair units (2)",2964 Harriet Rd Saanich,23,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=183,
,-123.1069160,49.2811673,Arco Hotel,,Persons with disabilities,,Studio units (58),81-83 Pender St W Vancouver,58,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1983,
,-124.7891630,49.2351665,Argyle Way,,Families,,"2 bedroom units (6), 3 bedroom units (5), 4 bedroom units (4), 5 bedroom units (1)",3777 Argyle Way Port Alberni,16,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=886,
,-122.8935866,49.1495267,Arland Mews Housing Co-Op,,Families,,"2 bedroom units (7), 3 bedroom units (25), 4 bedroom units (12)",11865 80 Ave Delta,44,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=120,
,-123.0313545,49.2198091,Arlington Grove Hsg Co-op,,"Families, and Seniors",,"1 bedroom units (8), 2 bedroom units (26), 3 bedroom units (32)",3433 Burkholder Dr Vancouver,66,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=642,
,-123.1355652,49.1999356,Ashdown Gardens,,Families,,2 bedroom units (30),590 Marine Dr SW Vancouver,30,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=722,
,-123.3653401,48.4295310,Ashlar Manor,,"Seniors, and Persons with disabilities",,"1 bedroom units (42), 1 bedroom wheelchair units (6), 2 bedroom units (1)",640 Fisgard St Victoria,49,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=441,
,-123.1188141,49.2087330,Ashley Mar Hsg Co-op Phase I,,Families,,"2 bedroom units (31), 3 bedroom units (7)",8460 Ash St Vancouver,38,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=841,
,-123.1175626,49.2084238,Ashley Mar Hsg Co-op Phase II,,"Families, and Seniors",,"1 bedroom units (2), 2 bedroom units (12), 3 bedroom units (2)",8495 Cambie St Vancouver,16,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=802,
,-120.5205446,49.4602139,Aspen Court,,Families,,3 bedroom units (15),367 Asp Street Princeton,15,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=304,
,-123.1012840,49.2702910,Athletes Village Housing Co-op,,"Families, and Persons with disabilities",,"1 bedroom units (7), 2 bedroom units (60), 3 bedroom units (17)",151 1st Ave W Vancouver,84,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1149,
,-120.2400280,55.7597101,Aurora Apartments,,"Seniors, and Persons with disabilities",,"1 bedroom units (16), 1 bedroom wheelchair units (2)",1328 102 Ave Dawson Creek,18,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=578,
,-123.0879340,55.3369211,Autumn Lodge,,"Seniors, and Persons with disabilities",,1 bedroom units (8),90 Centennial Dr Mackenzie Mackenzie,8,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1000,
,-122.9200623,49.2343725,Avalon Housing Co-operative,,"Families, and Seniors",,"1 bedroom units (2), 2 bedroom units (20), 3 bedroom units (15), 4 bedroom units (3)",8511 Cumberland Pl Burnaby,40,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=492,
,-120.7914831,50.1096320,Aynsley Court,,"Seniors, and Persons with disabilities",,"Studio units (7), 1 bedroom units (7)",1938 Coutlee Ave. Merritt,14,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=825,
,-123.7271593,48.3783380,Ayre Manor Block 1,,Seniors,,"Studio units (5), 1 bedroom units (1)",6744 Ayre Rd Sooke,6,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=934,
,-123.7271593,48.3783380,Ayre Manor Block 2 (573) (HR Only),,Seniors,,"Studio units (5), 1 bedroom units (1)",6744 Ayre Rd Sooke,6,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1135,
,-123.7271593,48.3783380,Ayre Manor Block 3,,Seniors,,1 bedroom units (6),6744 Ayre Rd Sooke,6,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=331,
,-120.8362770,56.2393650,BC Hydro Worker Housing,,Families,,"2 bedroom units (3), 2 bedroom wheelchair units (5), 3 bedroom units (15)",9404 93 Ave Fort St. John,23,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1061,
,-115.7616744,49.5100618,Baker Gardens,,"Seniors, and Persons with disabilities",,1 bedroom units (36),1505 1st St S Cranbrook,36,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1015,
,-122.1394588,52.1338335,Baker Manor,,"Families, and Seniors",,"1 bedroom units (8), 1 bedroom wheelchair units (2), 2 bedroom units (8), 2 bedroom wheelchair units (2), 3 bedroom units (2)",529 Carson Dr Williams Lake,22,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=476,
,-122.2964968,49.0453275,Bakerview Housing Co-op,,"Families, and Seniors",,"1 bedroom units (21), 2 bedroom units (18), 3 bedroom units (50), 4 bedroom units (5)",33474 Cannon Ave Abbotsford,94,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=736,
,-123.3575340,48.4295509,Balmoral Garden Court,,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (29), 2 bedroom units (34), 3 bedroom units (11)",921 North Park St Victoria,74,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=363,
,-123.1315385,49.2873147,Barclay Heritage Square,,Families,,"2 bedroom units (8), 3 bedroom units (10)",1416 Haro St Vancouver,18,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=901,
,-123.3716088,48.4572341,Battin-Fielding,,"Families, Seniors, and Persons with disabilities",,"Studio units (26), Studio wheelchair units (18), 1 bedroom units (4), 1 bedroom wheelchair units (8)",880 Vernon Ave Saanich,56,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=27,
,-123.0679249,49.2655597,Bauer Villa,,,,"Studio units (24), Studio wheelchair units (1)",1800 5th Ave E Vancouver,25,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=63,
,-123.3485987,48.4344428,Bay View,,Families,,"2 bedroom units (8), 3 bedroom units (3)",1205 Bay St Victoria,11,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=294,
,-123.1064319,49.2819608,Beacon Hotel,,Persons with disabilities,,Studio units (34),7 Hastings St W Vancouver,34,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1997,
,-123.1348730,49.2933254,Beatrice Terrace,,Families,,"2 bedroom units (9), 3 bedroom units (9)",1877 Georgia St E Vancouver,18,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=212,
,-123.9454960,49.1693160,Beaver Potts Villas,,Seniors,,1 bedroom units (14),73 Prideaux St Nanaimo,14,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=254,
,-120.1633287,53.3015700,Beaverview Lodge,,"Seniors, and Persons with disabilities",,"Studio units (5), 1 bedroom units (9), 1 bedroom wheelchair units (3), 2 bedroom wheelchair units (1)",1084 5th Ave. McBride,18,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=38,
,-123.3822054,48.4192020,Beckley Farm Hsg Co-op (1),,Families,,2 bedroom units (9),117 Simcoe St Victoria,9,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=832,
,-123.3822054,48.4192020,Beckley Farm Hsg Co-op (2),,Families,,2 bedroom units (3),117 Simcoe St Victoria,3,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=694,
,-123.3207466,48.4682665,Beechwood Park,,Families,,"1 bedroom wheelchair units (2), 2 bedroom units (22), 2 bedroom wheelchair units (1), 3 bedroom units (21), 3 bedroom wheelchair units (2)",3936 Gordon Head Rd Saanich,48,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=691,
,-123.0313882,49.2659487,Beechwood at Beulah Gardens,,Seniors,,"Studio units (48), 1 bedroom units (48)",2075 Cassiar St Vancouver,96,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=607,
,-123.1282009,49.1610342,Benryk Mews Hsg Co-op,,Families,,"2 bedroom units (23), 3 bedroom units (29), 4 bedroom units (8)",8631 Bennett Rd Richmond,60,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=740,
,-123.3694439,48.4550510,Bethune Ridge,,Families,,"2 bedroom units (8), 3 bedroom units (11), 4 bedroom units (4)",3474 Bethune Ave Saanich,23,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=281,
,-123.1116796,49.2844082,Bill Hennessy Place,,"Families, and Seniors",,"Studio units (24), 1 bedroom units (29), 2 bedroom units (17)",501 Hastings St E Vancouver,70,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=924,
,-123.1805070,49.1262160,Bill Rigby Senior Apt.,,Seniors,,"1 bedroom units (39), 1 bedroom wheelchair units (1)",4100 Chatham St Richmond,40,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=368,
,-122.8383319,49.1307870,Birch Housing,,Families,,"2 bedroom units (36), 3 bedroom units (18)",7062 138 St Surrey,54,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=834,
,-119.4014026,49.8948719,Birch Manor,,"Seniors, and Persons with disabilities",,"1 bedroom units (24), 2 bedroom units (15)",530 Franklyn Rd Kelowna,39,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=961,
,-123.1519362,49.2627678,Blair Court,,"Families, and Seniors",,"1 bedroom units (12), 1 bedroom wheelchair units (6), 2 bedroom units (7), 2 bedroom wheelchair units (7), 3 bedroom units (1), 3 bedroom wheelchair units (5), 4 bedroom wheelchair units (1)",2060 10th Ave W Vancouver,39,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=351,
,-119.2583274,50.2779128,Blue Skies Housing Co-operative,,"Families, and Seniors",,"1 bedroom units (1), 2 bedroom units (6), 3 bedroom units (6)",4501 20 St Vernon,13,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=793,
,-119.2985860,50.2625220,Blue Skies Housing Co-operative,,Families,,"2 bedroom units (4), 3 bedroom units (10)",4420 Bella Vista Rd Vernon,14,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=844,
,-116.8542171,49.7594101,Bluebell Manor,,"Seniors, and Persons with disabilities",,1 bedroom units (5),403 Fowler St. Riondel,5,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=366,
,-123.1277881,49.1607325,Blueberry Vale Housing Co-Op,,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (4), 2 bedroom units (33), 3 bedroom units (20), 4 bedroom units (3)",8640 Bennett Rd Richmond,60,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=106,
,-123.1277900,49.2813784,Bonaventure,,"Families, and Seniors",,1 bedroom units (7),1041 Comox St Vancouver,7,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1864,
,-122.9610082,49.2090394,Bounty Housing Co-operative,,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (4), 2 bedroom units (42), 3 bedroom units (24)",7495 Sandborne Ave Burnaby,70,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=123,
,-123.7248832,48.3780060,Br.54 Diamond Jubilee Sr Hsg,,Seniors,,1 bedroom units (10),6724 Eustace Rd. Sooke,10,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=333,
,-122.9624976,49.2097585,Brambles Housing Co-operative,,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (25), 2 bedroom units (17)",6750 Station Hill Crt Burnaby,42,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=126,
,-123.0589570,49.2479232,Brant Villa,,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (14), 2 bedroom units (13), 3 bedroom units (13), 4 bedroom units (4), 5 bedroom units (2)",2270 25th Ave E Vancouver,46,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=21,
,-122.9933568,49.2658390,Brentwood Gate,,Families,,2 bedroom units (6),4878 Brentwood Dr Burnaby,6,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1022,
,-123.3485533,48.4252123,Briarwood,,Families,,"2 bedroom units (11), 3 bedroom units (10)",1253 Johnson St Victoria,21,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=287,
,-123.1069567,49.2829089,Bridge Housing,,,,"Studio units (4), 1 bedroom units (28), 1 bedroom wheelchair units (4)",100 Cordova St E Vancouver,36,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1836,
,-123.0899843,49.2828079,Bridget Moran Place,,Persons with disabilities,,"Studio units (60), Studio wheelchair units (1)",668 Powell St Vancouver,61,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1518,
,-122.9307194,49.2061183,Bridgeview Heights,,Families,,"2 bedroom units (19), 3 bedroom units (12), 4 bedroom units (3)",511 Thirteenth St New Westminster,34,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=397,
,-123.1222745,49.2744954,Bridgeview Place,,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (60), 2 bedroom units (12)",238 Davie St Vancouver,72,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=166,
,-123.3821433,48.4962069,Broadoaks Housing Co-operative,,Families,,"2 bedroom units (15), 3 bedroom units (23), 4 bedroom units (2)",4541 Chatterton Way Saanich,40,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=867,
,-123.1802144,49.2640035,Broadview Housing Co-operative,,"Families, and Seniors",,"1 bedroom units (7), 2 bedroom units (4), 3 bedroom units (6)",2525 Waterloo St Vancouver,17,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=809,
,-123.5022644,48.4544624,Brock Place,,Families,,"2 bedroom units (3), 2 bedroom wheelchair units (1), 3 bedroom units (26)",882 Brock Ave Langford,30,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=549,
,-120.4032897,50.7064217,Brocklehurst Duplexes,,Families,,3 bedroom units (12),1091 Calmar Pl Kamloops,12,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=269,
,-123.1231174,49.2772251,Brookland Court,,"Seniors, and Persons with disabilities",,"Studio units (65), Studio wheelchair units (5), 1 bedroom units (8)",540 Helmcken St Vancouver,78,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=149,
,-122.3265911,49.0590098,Brooksford Place,,Families,,"2 bedroom units (10), 3 bedroom units (41)",3120 Trethewey St Abbotsford,51,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=760,
,-123.0994222,49.2817159,Bruce Eriksen Place,,Persons with disabilities,,Studio units (35),380 Main St Vancouver,35,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1037,
,-124.7905060,49.2269360,Bruce St,,Families,,"2 bedroom units (4), 3 bedroom units (8), 4 bedroom units (4), 5 bedroom units (2)",3737 Bruce St Port Alberni,18,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=887,
,-123.0911610,49.2829400,Budzey Building,,Persons with disabilities,,"Studio units (96), Studio wheelchair units (9), 1 bedroom units (14), 2 bedroom units (13), 2 bedroom wheelchair units (3)",606 Powell St Vancouver,135,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=1991,
,-123.0766380,49.2630427,Building 1,,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (8), 2 bedroom units (24), 3 bedroom units (4)",1330 8th Ave E Vancouver,36,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=912,
,-123.0680601,49.2804928,Building 10 (Pender St E),,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (12), 2 bedroom units (24), 3 bedroom units (6)",1809-1847 Pender St E Vancouver,42,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=910,
,-123.0698259,49.2806019,Building 11 (Pender St E),,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (9), 2 bedroom units (6), 3 bedroom units (17), 4 bedroom units (8)",1725 Pender St E Vancouver,40,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=920,
,-123.1345140,49.2653822,Building 2 (7th Ave E),,"Families, Seniors, and Persons with disabilities",,"Studio units (4), 1 bedroom units (4), 2 bedroom units (13), 3 bedroom units (4)",1333 7th Ave E Vancouver,25,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=911,
,-123.0689536,49.2791062,Building 3 (Frances St),,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (12), 2 bedroom units (9), 3 bedroom units (6)",1766 Frances St Vancouver,27,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=929,
,-123.0718436,49.2661852,Building 4 (5th Ave E),,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (1), 2 bedroom units (21), 3 bedroom units (1), 4 bedroom units (6)",1575 5th Ave E Vancouver,29,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=926,
,-123.0665120,49.2782045,Building 5 (Georgia St E),,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (2), 2 bedroom units (13), 3 bedroom units (6), 4 bedroom units (6)",1856 Georgia St E Vancouver,27,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=927,
,-123.0856443,49.2640494,Building 7 (7th Ave E),,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (6), 2 bedroom units (6), 3 bedroom units (6)",860 7th Ave E Vancouver,18,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=928,
,-123.0762524,49.2708714,Building 8 (Graveley St),,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (12), 2 bedroom units (11), 3 bedroom units (4), 4 bedroom units (9)",1339 Graveley St Vancouver,36,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=907,
,-123.0716560,49.2666674,Building 9 (4th Ave E),,"Families, Seniors, and Persons with disabilities",,"1 bedroom units (11), 2 bedroom units (11), 3 bedroom units (4), 4 bedroom units (5)",1560-1590 4th Ave E Vancouver,31,https://housingsearch.bchousing.org/ViewController/faces/housingDetail?buildingId=908,
