source,longitude,latitude,title,propertytype,provider,description,address,totalunits,affunits,rgiunits,url
,-79.46763061413170,43.656291264213500,High Park Quebec,Family,Toronto Community Housing (TCHC),,100 High Park Avenue,449,0,449,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=83
,-79.39579864633880,43.70636130063080,Holly Park,Family,Toronto Community Housing (TCHC),,70 Dunfield Avenue,170,0,58,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=740
,-79.29286314123320,43.668502028155,Hubbard Blvd. (42),Family,Toronto Community Housing (TCHC),,42 Hubbard Boulevard,27,0,14,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=308
,-79.51647638934270,43.6926159166102,Humber Acres,Family,Toronto Community Housing (TCHC),,1 Scarletwood Court,47,0,45,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=111
,-79.48198431751400,43.678883365856300,Humber Boulevard,Family,Toronto Community Housing (TCHC),,105-121 Humber Boulevard,265,0,265,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=27
,-79.61182067200610,43.73124652988490,Humberline Place,Family,Toronto Community Housing (TCHC),,10 Humberline Drive,179,0,38,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=176
,-79.4025170559409,43.668193187566800,Huron Madison,Family,Toronto Community Housing (TCHC),,480 Huron Street,51,0,12,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=445
,-79.3944920145148,43.656439622970600,Hydro Block,Family,Toronto Community Housing (TCHC),,6 Henry Street,152,0,78,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=450
,-79.52773184110750,43.644767874690100,Islington Manor,Seniors,Toronto Community Housing (TCHC),,41 Mabelle Avenue,350,0,348,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=155
,-79.56902180387400,43.757164477338700,Islington Satterly,Family,Toronto Community Housing (TCHC),,2-18 San Antonio Way,32,0,32,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=217
,-79.54799150221930,43.701728850545900,Islington St.Andrews,Family,Toronto Community Housing (TCHC),,"2063, 2067 Islington  Avenue",324,0,322,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=219
,-79.50552210753550,43.716299008398300,Jane Falstaff,Family,Toronto Community Housing (TCHC),,"10, 20, 30, 40 Falstaff Avenue",669,0,669,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=84
,-79.51894015924300,43.75215953828890,Jane Firgrove,Family,Toronto Community Housing (TCHC),,"2-14, 5, 22-36 Needle Firway",152,0,152,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=42
,-79.50341260301560,43.699035108410800,Jane John Best,Family,Toronto Community Housing (TCHC),,1570 Jane Street,76,0,76,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=61
,-79.52022095590990,43.764705845897600,Jane Milo,Family,Toronto Community Housing (TCHC),,4400 Jane Street,171,0,171,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=3
,-79.50944173720240,43.72762762254990,Jane St. (2265),Family,Toronto Community Housing (TCHC),,2265 Jane Street,41,0,41,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=17
,-79.51065185999340,43.73407557912370,Jane St. (2585),Family,Toronto Community Housing (TCHC),,2585 Jane Street,42,0,42,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=11
,-79.49062017814430,43.672640243832800,Jane Woolner,Family,Toronto Community Housing (TCHC),,190 Woolner Avenue,304,0,304,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=71
,-79.51609827668730,43.75429819575820,Jane Yewtree,Family,Toronto Community Housing (TCHC),,2999 Jane Street,188,0,188,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=24
,-79.39397582298370,43.69629044978890,Janet Magee Manor,Seniors,Toronto Community Housing (TCHC),,71 Merton Street,167,0,167,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=157
,-79.37704172627890,43.66255424973420,Jarvis Carlton Apartments,Family,Toronto Community Housing (TCHC),,330 Jarvis Street,82,0,82,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=209
,-79.37429320292710,43.6580706151557,Jarvis St. (261),Family,Greenwin Inc.,,261 Jarvis Street,55,0,45,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=375
,-79.39177442337580,43.650942783255900,John St. (190),Family,Toronto Community Housing (TCHC),,190 John Street,26,0,16,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=488
,-79.3335942827681,43.66384465061350,Jones Ave. (52-54),Family,Toronto Community Housing (TCHC),,52 Jones Avenue,9,0,7,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=379
,-79.33233408884210,43.663472258770200,Jones Curzon,Family,Toronto Community Housing (TCHC),,7 Jones Avenue,15,0,11,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=309
,-79.40190763693180,43.72731480461940,Joseph Brown Manor,Seniors,Toronto Community Housing (TCHC),,3179 Yonge Street,110,0,102,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=183
,-79.58113840739140,43.73792964743070,Kendleton Dr. (111),Seniors,Toronto Community Housing (TCHC),,111 Kendleton Drive,58,0,0,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=972
,-79.28437948946950,43.76772949281590,Kennedy Dundalk,Family,Toronto Community Housing (TCHC),,7 Glamorgan Avenue,196,0,196,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=10
,-79.2847519300684,43.76944842230520,Kennedy Glamorgan,Family,Toronto Community Housing (TCHC),,6 Glamorgan Avenue,184,0,184,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=9
,-79.2642539528838,43.72689547796180,Kennedy Road,Family,Del Management Solutions,,675 Kennedy Rd.,273,0,273,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=73
,-79.40172326843640,43.65687384644810,Kensington Manor,Seniors,Toronto Community Housing (TCHC),,34 Oxford Street,189,0,189,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=150
,-79.44302755501050,43.736194583320500,King High Acres,Seniors,Toronto Community Housing (TCHC),,12 King High Avenue,31,0,31,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=110
,-79.35640163108390,43.65647206660810,King Street East (585),Seniors,Toronto Community Housing (TCHC),,585 King St East,128,128,0,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=851
,-79.34418892405910,43.78046671500830,Kingslake Allenbury,Family,Toronto Community Housing (TCHC),,"9, 15 Kingslake Rd.",30,0,30,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=880
,-79.19212309756320,43.763609803203000,Kingston Galloway,Family,Del Management Solutions,,"4301, 4311, 4315, 4321, 4325, 4331 Kingston Road",489,0,489,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=211
,-79.22788290276760,43.73013845371410,Kingston Rd. (3190),Family,Del Management Solutions,,3190 Kingston Road,91,0,91,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=21
,-79.3073623804371,43.674760447979700,Kingston Rd. (320),Family,Toronto Community Housing (TCHC),,320 Kingston Road,36,0,15,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=358
,-79.3066605749722,43.67465101980690,Kingston Rd. (331-333),Family,Toronto Community Housing (TCHC),,331 Kingston Road,6,0,6,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=310
,-79.30237676621570,43.67819896897060,Kingston Rd. (520),Family,Toronto Community Housing (TCHC),,520 Kingston Road,108,0,81,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=372
,-79.30181724094780,43.67836747476530,Kingston Rd. (530),Family,Toronto Community Housing (TCHC),,530 Kingston Road,90,0,72,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=367
,-79.29536825146020,43.68472407732060,Kinsmen Manor,Seniors,Toronto Community Housing (TCHC),,2287 Gerrard Street E.,38,0,38,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=117
,-79.58606554305450,43.74579094735160,Kipling Mount Olive,Family,Toronto Community Housing (TCHC),,"1-11, 15-27 Mount Olive Drive",158,0,158,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=45
,-79.42303706331820,43.67404260205760,Lambert Court,Family,Toronto Community Housing (TCHC),,2 Lambert Lodge Avenue,96,0,26,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=460
,-79.39672270164930,43.65241755635620,Larch St. (15),Family,Toronto Community Housing (TCHC),,15 Larch Street,53,0,33,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=495
,-79.44171624588450,43.71715614154990,Lawrence Avenue W. (650),Family,Toronto Community Housing (TCHC),,650 Lawrence Avenue W.,14,0,14,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=850
,-79.19464658671180,43.767193745863600,Lawrence Galloway,Family,Del Management Solutions,,"4100, 4110 Lawrence Avenue E.",370,0,370,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=23
,-79.4439309682429,43.72127018970340,Lawrence Heights,Family,Toronto Community Housing (TCHC),,"1-11, 15-87 Amaranth Court",941,0,937,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=200
,-79.20434076884030,43.763388861889700,Lawrence Orton,Family,Del Management Solutions,,3939-3947 Lawrence Avenue E.,337,0,337,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=80
,-79.2103957411505,43.76242929382440,Lawrence Susan,Family,Del Management Solutions,,3847 Lawrence Avenue E.,213,0,213,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=81
,-79.17271513996330,43.77087147619140,Lawrence Valia,Family,Del Management Solutions,,30 Valia Road,34,0,34,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=215
,-79.4376613580931,43.639099650675400,Laxton Ave (3),Family,Toronto Community Housing (TCHC),,3 Laxton Avenue,42,0,22,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=465
,-79.41480580879420,43.65567096095130,Leonardo Court,Seniors,Toronto Community Housing (TCHC),,72 Clinton Street,157,0,156,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=181
,-79.51146684070170,43.600632148747400,Lerette Manor,Seniors,Toronto Community Housing (TCHC),,250 Twelfth Street,178,0,170,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=202
,-79.36937829792640,43.790858357529700,Leslie Finch,Family,Toronto Community Housing (TCHC),,"1-15, 2-10 Field Sparroway",175,0,175,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=36
,-79.36612949688450,43.77650901343660,Leslie Nymark,Family,Toronto Community Housing (TCHC),,"1-35, 45-69. 6-66  Adra Villaway",0,0,0,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=20
,-79.5742960882454,43.73826412261520,Lightwood Sanagan,Family,Toronto Community Housing (TCHC),,1-3 Sanagan Road,56,0,56,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=13
,-79.42188587184540,43.68473777937890,Louise Towers,Seniors,Toronto Community Housing (TCHC),,130 Vaughan Road,99,0,99,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=141
,-79.33710086023260,43.66235178763090,Louvain Ave. (29),Family,Toronto Community Housing (TCHC),,29 Louvain Avenue,51,0,43,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=374
,-79.35587746595620,43.65599640002640,Lower River St. (40),Family,Toronto Community Housing (TCHC),,"40 Lower River St., 45 St. Lawrence St.",115,115,0,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=852
,-79.5285502248846,43.644930568307100,Mabelle Place,Family,Toronto Community Housing (TCHC),,49 Mabelle Avenue,128,0,72,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=172
,-79.4226433953795,43.73926189492700,Marjory Carton Apartments,Seniors,Toronto Community Housing (TCHC),,193 Wilson Avenue,125,0,125,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=163
,-79.59595875958190,43.74284739460340,Martin Grove Albion,Family,Toronto Community Housing (TCHC),,1674-1680 Albion Road,38,0,38,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=220
,-79.35161665518050,43.6621051615301,May Birchard Apartments,Seniors,Toronto Community Housing (TCHC),,859 Dundas Street E.,29,0,29,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=133
,-79.4358530237877,43.6421870887443,May Robinson Apartments,Seniors,Toronto Community Housing (TCHC),,20 West Lodge Avenue,397,0,397,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=104
,-79.39037782242610,43.65092092972360,McCaul St. (22),Family,Toronto Community Housing (TCHC),,22 McCaul Street,143,0,91,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=486
,-79.2547013866734,43.69930079885920,McClain Park Apartments,Family,Toronto Community Housing (TCHC),,10 Glen Everest Road,350,0,350,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=124
,-79.4322932009447,43.6489823032106,McCormick Park,Family,Toronto Community Housing (TCHC),,1525 Dundas Street W.,106,0,105,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=90
,-79.24174661039810,43.74124276168110,McCowan Rd.  (400),Family,Toronto Community Housing (TCHC),,400 McCowan Road,198,0,198,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=70
,-79.24123887915060,43.741954402477400,McCowan Rd.  (410),Family,Toronto Community Housing (TCHC),,410 McCowan Road,60,0,60,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=43
,-79.38869281458060,43.67306390475340,McMurrich Place,Seniors,Toronto Community Housing (TCHC),,18 Davenport Road,128,0,128,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=149
,-79.2629086825589,43.74708071499150,Midland Ave. (1201),Family,Toronto Community Housing (TCHC),,1201 Midland Avenue,30,0,30,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=7
,-79.4076268543213,43.644795393908000,Mitchell Ave. (63),Family,Toronto Community Housing (TCHC),,63 Mitchell Avenue,3,0,1,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=480
,-79.3945360933693,43.707984149584300,Montgomery Place,Seniors,Toronto Community Housing (TCHC),,130 Eglinton Avenue E.,266,0,266,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=160
,-79.38980149661520,43.708831294886600,Moore Place,Seniors,Toronto Community Housing (TCHC),,801 Mount Pleasant Road,185,0,184,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=164
,-79.19436563506260,43.786465262623400,Mornelle Ellesmere,Family,Del Management Solutions,,110 Mornelle Court,145,0,145,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=6
,-79.1960532172156,43.78772903528960,Mornelle Morningside,Family,Del Management Solutions,,90 Mornelle Court,198,0,198,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=212
,-79.18528668387540,43.76792750717890,Morningside Apartments,Family,Del Management Solutions,,4205 Lawrence Avenue E.,345,0,343,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=136
,-79.1831281953796,43.76462137640820,Morningside Coronation,Family,Del Management Solutions,,"101-159, 160-230 Danzig Street",101,0,101,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=75
,-79.18508420887810,43.767013266713300,Morningside Ling,Family,Del Management Solutions,,225 Morningside Avenue,99,0,99,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=213
,-79.36665451095830,43.65598629214940,Moss Park,Family,Toronto Community Housing (TCHC),,"275, 285, 295 Shuter Street",899,0,898,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=88
,-79.48195132210430,43.67960784009780,Mount Dennis Apartments,Family,Toronto Community Housing (TCHC),,101 Humber Boulevard,246,0,246,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=122
,-79.39087806900440,43.6562510690162,Murray St. (2),Family,Toronto Community Housing (TCHC),,2 Murray Street,91,0,91,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=804
,-79.37627963537750,43.65906978207860,Mutual St. (145),Family,Greenwin Inc.,,145 Mutual Street,145,0,47,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=718
,-79.37428822223380,43.65428963969690,Mutual St. (25),Family,Greenwin Inc.,,25 Mutual Street,97,0,33,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=724
,-79.218840361387,43.807789844252800,Neilson Hall Apartments,Seniors,Toronto Community Housing (TCHC),,1315 Neilson Road,126,0,117,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=186
,-79.21798271127440,43.80844897203530,Neilson Road (1319),Seniors,Toronto Community Housing (TCHC),,1319 Neilson Rd.,124,0,0,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=502
,-79.43984394794860,43.72974947055150,Neptune Drive,Family,Toronto Community Housing (TCHC),,"135, 145, 155 Neptune Drive",134,0,133,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=216
,-79.31749917351500,43.67485534937870,Newbold Ave. (11),Family,Toronto Community Housing (TCHC),,11 Newbold Avenue,21,0,12,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=311
,-79.44443424151250,43.71964909921140,Northacres Apts.,Family,Toronto Community Housing (TCHC),,2 Flemington Road,127,0,127,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=102
,-79.44711065444060,43.69571719473970,Northcliffe Blvd. (659),Family,Toronto Community Housing (TCHC),,659 Northcliffe Boulevard,54,0,31,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=950
,-79.48948150155570,43.753695649745800,Northwood Apartments,Family,Toronto Community Housing (TCHC),,3680 Keele Street,238,0,237,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=127
,-79.3649830814315,43.660576464794800,Oak St. (1),Family,Toronto Community Housing (TCHC),,1 Oak St.,113,20,93,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=923
,-79.3015254719822,43.7163475961422,O'Connor Drive,Family,Toronto Community Housing (TCHC),,"15-45,20-22,30-32,40-42  Wakunda Place",236,0,236,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=1
,-79.43475605314700,43.641936300552300,O'Hara Ave. (22),Family,Toronto Community Housing (TCHC),,22 O'Hara Avenue,13,0,8,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=483
,-79.36845074449490,43.65943101996350,Ontario St. (295-299),Family,Toronto Community Housing (TCHC),,295 Ontario Street,9,0,5,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=726
,-79.49615004972100,43.678325351948700,Outlook Manor,Seniors,Toronto Community Housing (TCHC),,55 Outlook Avenue,275,0,275,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=147
,-79.4644053182907,43.75989688994510,Overbrook Place,Family,Toronto Community Housing (TCHC),,750 Wilson Heights Boulevard,79,0,66,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=198
,-79.31969556377130,43.75963636580790,Parkwoods Rayoak,Family,Toronto Community Housing (TCHC),,51 Parkwoods Village Drive,144,0,144,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=5
,-79.45764030722810,43.66840176815200,Pelham Park Gardens,Family,Toronto Community Housing (TCHC),,61 Pelham Park Gardens,455,0,455,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=46
,-79.37131081713160,43.65716282521610,Pembroke Mews,Family,Toronto Community Housing (TCHC),,200 Sherbourne Street,199,0,190,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=313
,-79.3715146878472,43.65683191781790,Pembroke St. (21-25),Family,Toronto Community Housing (TCHC),,21 Pembroke Street,8,0,6,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=356
,-79.42550424683120,43.66542821548160,Pendrith Park,Family,Toronto Community Housing (TCHC),,177 Pendrith Street,54,0,54,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=87
,-79.44962152996090,43.65799021027820,Perth Ave (136-152),Family,Toronto Community Housing (TCHC),,136 Perth Avenue,68,0,43,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=493
,-79.33604764962890,43.678412548060500,Phin Park,Family,Toronto Community Housing (TCHC),,2 Phin Avenue,34,0,34,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=86
,-79.3328546856195,43.66242074931070,Queen St. (1167),Family,Toronto Community Housing (TCHC),,1167 Queen Street E.,40,0,34,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=378
,-79.39930102360720,43.648818570313200,Queen Vanauley,Family,Toronto Community Housing (TCHC),,20 Vanauley Street,139,0,56,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=466
,-79.33455009783330,43.67738863298700,Queen Victoria (40),Family,Toronto Community Housing (TCHC),,40 Queen Victoria Street,9,0,3,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=315
,-79.60361351909580,43.71967364735870,Queens Plate Dr. (900-910),Family,Toronto Community Housing (TCHC),,900 Queen's Plate Drive,204,0,144,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=901
,-79.39958505598270,43.63452594053240,Queens Quay West (679),Family,Toronto Community Housing (TCHC),,679 Queen's Quay W.,106,0,71,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=482
,-79.46993215850490,43.63834068818680,Queensway Windermere,Family,Toronto Community Housing (TCHC),,"1-153, 2-154 Swansea Mews; 21 Windermere Ave.",154,0,154,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=59
,-79.45019927238210,43.658089585624100,Randolph Ave. (11),Family,Toronto Community Housing (TCHC),,11 Randolph Ave.,95,0,59,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=494
,-79.36182542701600,43.66206416549270,Regent Park (North),Family,Toronto Community Housing (TCHC),,"674, 696, 702 Dundas Street E. (and more addresses)",527,0,527,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=85
,-79.35972414344050,43.65936981139600,Regent Park (South),Family,Toronto Community Housing (TCHC),,14 Blevins Place,6,0,6,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=201
,-79.36200996752510,43.65936684010050,Regent Park Blvd (50),Family,Toronto Community Housing (TCHC),,50 Regent Park Blvd,155,47,108,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=938
,-79.35829272897360,43.66082946501290,River Street (110),Family,Toronto Community Housing (TCHC),,110 River St.,181,81,100,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=943
,-79.35924518381280,43.66199080513010,River Street (150),Family,Toronto Community Housing (TCHC),,150 River St.,158,33,125,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=940
,-79.3597703241791,43.66421567018470,Riverdale Acres,Seniors,Toronto Community Housing (TCHC),,230 River Street,25,0,24,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=108
,-79.33447647543410,43.67262899122380,Riverdale Mews,Family,Toronto Community Housing (TCHC),,436 Leslie Street,22,0,9,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=179
,-79.35236702645390,43.66038641875310,Rivertowne,Family,Toronto Community Housing (TCHC),,50 MATILDA St.,232,0,216,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=334
,-79.58072196491540,43.73808511251900,Robert J. Smith Apartments,Family,Toronto Community Housing (TCHC),,101 Kendleton Drive,415,0,409,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=114
,-79.49394096635050,43.72456227032960,Roding Park Place,Family,Toronto Community Housing (TCHC),,1286 Wilson Avenue,124,0,86,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=199
,-79.4414018641924,43.70183862021160,Roselawn Marlee,Family,Toronto Community Housing (TCHC),,855 Roselawn Avenue,253,0,253,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=223
,-79.56716439051160,43.74372329607120,Rowntree Manor,Family,Toronto Community Housing (TCHC),,2765 Islington  Avenue,237,0,65,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=180
,-79.33572065401000,43.762510479968400,Roywood Drive,Family,Toronto Community Housing (TCHC),,"235-239, 251-257 Roywood Drive",84,0,84,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=39
,-79.36145064010220,43.65705212926010,Sackville St. (123),Family,Toronto Community Housing (TCHC),,123 Sackville Street,20,0,12,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=383
,-79.363056,43.659705,Sackville St. (230),Family,Toronto Community Housing (TCHC),,230 Sackville St.,155,51,104,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=924
,-79.36402747596720,43.6596217152512,Sackville St. (246),Family,Toronto Community Housing (TCHC),,246 Sackville St.,93,15,78,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=922
,-79.36354221765470,43.660457052911100,Sackville St. (252),Seniors,Toronto Community Housing (TCHC),,252 Sackville St.,159,2,157,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=921
,-79.34877927758690,43.73396835539710,Sanderling Place,Seniors,Toronto Community Housing (TCHC),,20 Sanderling Place,90,0,88,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=188
,-79.43097135052330,43.721820384889200,Saranac Apartments,Seniors,Toronto Community Housing (TCHC),,3174 Bathurst Street,181,0,181,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=165
,-79.36621754311620,43.64827074479370,Scadding Ave. (15),Family,Toronto Community Housing (TCHC),,15 Scadding Avenue,281,0,94,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=721
,-79.26298993655260,43.71097913780940,Scarborough Acres,Seniors,Toronto Community Housing (TCHC),,575 Danforth Road,16,0,15,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=103
,-79.52513643112770,43.7006617778264,Scarlett Manor,Family,Toronto Community Housing (TCHC),,1025 Scarlett Road,128,0,69,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=205
,-79.51636350114550,43.693512620633500,Scarlettwood,Family,Toronto Community Housing (TCHC),,"2-12, 14-51, 27, 49, 53-83 Scarlettwood Court",149,0,149,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=206
,-79.4005273732739,43.66704447400460,Senator D. Croll Apartments,Family,Toronto Community Housing (TCHC),,341 Bloor Street W.,326,0,147,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=171
,-79.35133819127150,43.793960068739200,Seneca Towers,Seniors,Toronto Community Housing (TCHC),,1700 Finch Avenue E.,275,0,275,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=151
