source,longitude,latitude,title,propertytype,group,provider,description,address,units,url,hidden
,-97.1586940,49.8870999,279 Sherbrook Street,Non-Profit,,Greenheart Housing Co-op,,"279 Sherbrook St, Winnipeg, MB R3C 2B8, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/279-sherbrook-street,
,-97.3140314,49.8917565,475 Hamilton Avenue,Non-Profit,,Hamilton House,,"475 Hamilton Ave, Winnipeg, MB R2Y 2G5, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/475-hamilton-avenue,
,-97.2051492,49.8540322,1 &amp; 21 Boulton Bay,Non-Profit,,Haven II,,"21 Boulton Bay, Winnipeg, MB R3N, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/1-21-boulton-bay,
,-97.1507602,49.9027736,527 William Avenue,Non-Profit,,Living Gospel Church Family Place,,"527 William Ave, Winnipeg, MB R3A 0J7, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/527-william-avenue,
,-97.1523699,49.8866189,200 Good Street,Non-Profit,,Manitoba Housing,,"200 Good St, Winnipeg, MB R3C 1W7, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/200-good-street,
,-97.1522356,49.9148457,631 Dufferin Avenue Units A to G,Non-Profit,,Manitoba Housing,,"631 Dufferin Ave, Winnipeg, MB R2W 2Z1, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/631-dufferin-avenue-units,
,-97.1792370,49.8832532,533 Greenwood Place,Non-Profit,,McClure Place Inc.,,"533 Greenwood Pl, Winnipeg, MB R3G 3M1, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/533-greenwood-place,
,-97.1013964,49.8533352,275 St. Anne's Road,Non-Profit,,Mike Sunka Place,,"275 St Anne's Rd, Winnipeg, MB R2M 4V1, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/275-st-annes-road,
,-97.1417592,49.9415910,865 Sinclair Street,Non-Profit,,Monash Manor,,"865 Sinclair St, Winnipeg, MB R2V 3H3, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/865-sinclair-street,
,-97.1526012,49.8947871,500 Balmoral Street,Non-Profit,,Payuk Inter-Tribal Housing Co-op,,"500 Balmoral St, Winnipeg, MB R3B 2P8, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/500-balmoral-street,
,-97.1564620,49.7867131,2900 Pembina Highway,Non-Profit,,Richmond Gardens,,"2900 Pembina Hwy, Winnipeg, MB R3T 3Z3, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/2900-pembina-highway,
,-97.1300920,49.9131599,146 Magnus Ave,Non-Profit,,River Point Centre,,"146 Magnus Ave, Winnipeg, MB R2W 2B3, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/146-magnus-avenue,
,-97.1373584,49.8701867,400 Osborne Street,Non-Profit,,Riverbend Plaza Inc.,,"400 Osborne St, Winnipeg, MB R3L 2W1, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/400-osborne-street,
,-97.2194855,49.8765037,140 Ferry Road,Non-Profit,,S.A.M. (Colorado) Inc.,,"140 Ferry Rd, Winnipeg, MB R3J 1V7, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/140-ferry-road,
,-97.1518247,49.9033538,154 Kate Street,Non-Profit,,S.A.M. (Properties) Inc.,,"154 Kate St, Winnipeg, MB R3A 1K2, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/154-kate-street,
,-97.1605926,49.8903532,374 Maryland Street,Non-Profit,,S.A.M. (Properties) Inc.,,"374 Maryland St, Winnipeg, MB R3G 1M3, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/374-maryland-street,
,-97.1600009,49.8913709,409 Maryland Street,Non-Profit,,S.A.M. (Properties) Inc.,,"409 Maryland St, Winnipeg, MB R3G 1M1, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/409-maryland-street,
,-97.1520074,49.9047716,592 Ross Avenue,Non-Profit,,S.A.M. (Properties) Inc.,,"592 Ross Ave, Winnipeg, MB R3A 0M1, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/592-ross-avenue,
,-97.1586343,49.8414426,1321-1325 Beaumont Street,Non-Profit,,S.A.M. Properties (Holdings) Inc.,,"1321 Beaumont St, Winnipeg, MB R3T 5E5, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/1321-1325-beaumont-street,
,-97.1161860,49.8272704,64 Glen Meadow Street,Non-Profit,,S.A.M. Properties (Holdings) Inc.,,"64 Glen Meadow St, Winnipeg, MB R2M 4K8, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/64-glen-meadow-street,
,-97.1584835,49.7844363,21 Newdale Avenue,Non-Profit,,S.A.M. Properties (Holdings) Inc.,,"21 Newdale Ave, Winnipeg, MB R3T 4G9, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/21-newdale-avenue,
,-97.1562019,49.8162430,26 Gaylene Place,Non-Profit,,S.A.M. Properties (Holdings) Inc.,,"26 Gaylene Pl, Winnipeg, MB R3T 4G7, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/26-gaylene-place,
,-97.0896924,49.8358094,571 St. Anne's Road,Non-Profit,,Seine River Haven,,"571 St Anne's Rd, Winnipeg, MB, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/571-st-annes-road,
,-97.1395495,49.8718659,360 Osborne Street,Non-Profit,,South Osborne Place,,"360 Osborne St, Winnipeg, MB R3L 1Z8, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/360-osborne-street,
,-97.1452771,49.9022744,425 Elgin Avenue,Non-Profit,,St. Andrew's Place Inc.,,"425 Elgin Ave, Winnipeg, MB R3A 1P2, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/425-elgin-avenue,
,-97.2707273,49.8866399,2730 Ness Avenue,Non-Profit,,St. James Legion Lodge,,"2730 Ness Ave, Winnipeg, MB R3J 1A7, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/2730-ness-avenue,
,-97.2916744,49.8600662,5419 Roblin Blvd.,Non-Profit,,Swedish Canadian Homes,,"5419 Roblin Blvd, Winnipeg, MB R3R 0G8, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/5419-roblin-blvd,
,-97.0034802,49.8957082,110 Victoria Avenue W,Non-Profit,,Transcona Place - Life Lease,,"110 Victoria Ave W, Winnipeg, MB R2C 1S5, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/110-victoria-avenue-w,
,-97.0034802,49.8957082,110 Victoria Ave W,Non-Profit,,Transcona Place - Rental,,"110 Victoria Ave W, Winnipeg, MB R2C 1S5, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/110-victoria-ave-w,
,-97.2915417,49.8624468,5445 Roblin Blvd.,Non-Profit,,Vasa Lund Estates Inc.,,"5445 Roblin Blvd, Winnipeg, MB R3R 3W7, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/5445-roblin-blvd,
,-97.1634169,49.8857822,777 Honeyman Avenue,Non-Profit,,Westminster Housing Society Inc.,,"777 Honeyman Ave, Winnipeg, MB R3G 0X9, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/777-honeyman-avenue,
,-97.1606309,49.8834239,165 Maryland Street,Non-Profit,,Westminster Housing Society Inc.,,"165 Maryland St, Winnipeg, MB R3G 1K9, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/165-maryland-street,
,-97.1615554,49.8836346,11 Alloway Avenue,Non-Profit,,Westminster Housing Society Inc.,,"11 Alloway Ave, Winnipeg, MB R3G 0Z7, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/11-alloway-avenue,
,-97.1528947,49.8883862,265 Balmoral Street,Non-Profit,,Westminster Housing Society Inc.,,"265 Balmoral St, Winnipeg, MB R3C 1X7, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/265-balmoral-street,
,-97.1604263,49.8849696,203 Maryland Street,Non-Profit,,Westminster Housing Society Inc.,,"203 Maryland St, Winnipeg, MB R3G 1L4, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/203-maryland-street,
,-97.1627582,49.8859368,762 Broadway Avenue,Non-Profit,,Westminster Housing Society Inc.,,"762 Broadway, Winnipeg, MB R3G 0X3, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/762-broadway-avenue,
,-97.1603410,49.8851418,209 Maryland Street,Non-Profit,,Westminster Housing Society Inc.,,"209 Maryland St, Winnipeg, MB R3G 1L4, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/209-maryland-street,
,-97.1578837,49.8806910,65 Furby Street,Non-Profit,,Westminster Housing Society Inc.,,"65 Furby St, Winnipeg, MB R3C 2A2, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/65-furby-street,
,-97.1579962,49.8871016,276/278 Furby Street,Non-Profit,,Westminster Housing Society Inc.,,"276-278 Furby St, Winnipeg, MB R3C 2A9, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/276278-furby-street,
,-97.1579208,49.8875149,294-296 Furby Street,Non-Profit,,Westminster Housing Society Inc.,,"294 Furby St, Winnipeg, MB R3C 2A9, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/294-296-furby-street,
,-97.1575055,49.8871904,283 Furby Street,Non-Profit,,Westminster Housing Society Inc.,,"283 Furby St, Winnipeg, MB R3C 2A8, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/283-furby-street,
,-97.1573158,49.8872249,287 Furby Street,Non-Profit,,Westminster Housing Society Inc.,,"287 Furby St, Winnipeg, MB R3C 2A8, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/287-furby-street,
,-97.1572480,49.8874039,299 Furby Street,Non-Profit,,Westminster Housing Society Inc.,,"299 Furby St, Winnipeg, MB R3C 2A8, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/299-furby-street,
,-97.1570470,49.8806100,68 Langside Street,Non-Profit,,Westminster Housing Society Inc.,,"68 Langside St, Winnipeg, MB R3C 1Z2, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/68-langside-street,
,-97.1570619,49.8806660,70 Langside Street,Non-Profit,,Westminster Housing Society Inc.,,"70 Langside St, Winnipeg, MB R3C 1Z2, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/70-langside-street,
,-97.1569729,49.8824010,124-126 Langside Street,Non-Profit,,Westminster Housing Society Inc.,,"124 Langside St, Winnipeg, MB R3C 1Z4, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/124-126-langside-street,
,-97.1563840,49.8825590,131 Langside Street,Non-Profit,,Westminster Housing Society Inc.,,"131 Langside St, Winnipeg, MB R3C 1Z5, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/131-langside-street,
,-97.1568977,49.8835037,162 Langside Street,Non-Profit,,Westminster Housing Society Inc.,,"162 Langside St, Winnipeg, MB R3C 1Z4, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/162-langside-street,
,-97.1561470,49.8878130,309 Langside Street,Non-Profit,,Westminster Housing Society Inc.,,"309 Langside St, Winnipeg, MB R3C 1Z9, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/309-langside-street,
,-97.1569528,49.8825357,128/130 Langside Street,Non-Profit,,Westminster Housing Society Inc.,,"128-130 Langside St, Winnipeg, MB R3C 1Z4, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/128130-langside-street,
,-97.1559248,49.8983936,664 Langside Street,Non-Profit,,Westminster Housing Society Inc.,,"664 Langside St, Winnipeg, MB R3B 2T8, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/664-langside-street,
,-97.1545918,49.8862201,182 Spence Street,Non-Profit,,Westminster Housing Society Inc.,,"182 Spence St, Winnipeg, MB R3C 1Y4, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/182-spence-street,
,-97.1540085,49.8864461,189 Spence Street,Non-Profit,,Westminster Housing Society Inc.,,"189 Spence St, Winnipeg, MB R3C 1Y5, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/189-spence-street,
,-97.1545577,49.8870668,214 Spence Street,Non-Profit,,Westminster Housing Society Inc.,,"214 Spence St, Winnipeg, MB R3C 1Y4, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/214-spence-street,
,-97.1539383,49.8871855,217 Spence Street,Non-Profit,,Westminster Housing Society Inc.,,"217 Spence St, Winnipeg, MB R3C 1Y5, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/217-spence-street,
,-97.1588510,49.8973770,624 Sherbrook Street,Non-Profit,,Westminster Housing Society Inc.,,"624 Sherbrook St, Winnipeg, MB R3B 2X1, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/624-sherbrook-street,
,-97.1581064,49.8979656,647 Sherbrook Street,Non-Profit,,Westminster Housing Society Inc.,,"647 Sherbrook St, Winnipeg, MB R3B 2X2, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/475-hamilton-ave,
,-97.1507674,49.9016200,517 Bannatyne Street,Non-Profit,,Westminster Housing Society Inc.,,"517 Bannatyne Ave, Winnipeg, MB R3A 0G4, Canada",,https://www.sam.mb.ca/find-a-home/property-detail/517-bannatyne-street,
https://www.whrc.ca/whrc_properties.cfm,-97.153537,49.90708,650 Alexander Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"650 Alexander Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.156295,49.907999,730 Alexander Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"730 Alexander Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.153065,49.888068,260 Balmoral Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"260 Balmoral Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.138968,49.917451,401 Burrows Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"401 Burrows Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.138989,49.91734,405 Burrows Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"405 Burrows Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.134762,49.915088,200 Charles Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"200 Charles Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.165103,49.881985,134 Chestnut Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"134 Chestnut Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.151155,49.8884,275 Colony Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"275 Colony Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.150791,49.897689,461 Cumberland Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"461 Cumberland Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.125385,49.906203,109/111 Disraeli Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"109/111 Disraeli Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.153634,49.904586,622/624 Elgin Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"622/624 Elgin Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.159481,49.919509,1 Flora Place,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"1 Flora Place, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.1482,49.899109,60 Frances,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"60 Frances, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.157142,49.894911,531 Furby Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"531 Furby Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.142379,49.905857,425 Henry Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"425 Henry Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.194715,49.920545,97 Keewatin Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"97 Keewatin Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.156391,49.88822,290 Langside Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"290 Langside Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.156177,49.891483,407 Langside Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"407 Langside Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.156026,49.892796,449 Langside Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"449 Langside Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.144375,49.905083,266/268/270/272 Laura Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"266/268/270/272 Laura Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.144225,49.905346,444 Logan Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"444 Logan Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.137616,49.915281,347 Manitoba Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"347 Manitoba Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.147422,49.918307,588 Manitoba Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"588 Manitoba Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.154438,49.901421,576 McDermot Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"576 McDermot Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.146885,49.923889,360 McKenzie Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"360 McKenzie Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.144053,49.924497,595 Mountain Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"595 Mountain Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.153366,49.906382,635 Pacific Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"635 Pacific Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.14431,49.880809,50 Roslyn Road,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"50 Roslyn Road, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.140298,49.915931,186 Salter Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"186 Salter Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.156649,49.88381,661 Sara Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"661 Sara Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.150619,49.896556,435 Sargent Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"435 Sargent Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.137423,49.913347,300 Selkirk Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"300 Selkirk Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.150211,49.917409,640 Selkirk Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"640 Selkirk Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.155619,49.903923,853 Sherbrook Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"853 Sherbrook Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.152786,49.907847,970 Sherbrook Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"970 Sherbrook Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.14004,49.879468,324 Stradbrook Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"324 Stradbrook Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.16476,49.887916,260 Toronto Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"260 Toronto Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.164266,49.893833,484 Toronto Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"484 Toronto Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.163258,49.889907,351 Victor Streeet,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"351 Victor Streeet, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.152057,49.903121,567 William Avenue,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"567 William Avenue, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.155651,49.88222,86 Young Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"86 Young Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.155308,49.8886,271/275 Young Street,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"271/275 Young Street, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
,-97.12841,49.903259,662 Main The Bell,Non-Profit,,Winnipeg Housing Rehabilitation Corporation,,"662 Main The Bell, Winnipeg, MB",,https://www.whrc.ca/whrc_properties.cfm,
